Latitude,Longitude
42.61083333333333,9.35388888888889
42.61222222222222,9.356666666666666
42.61416666666667,9.354722222222222
42.61527777777778,9.351388888888888
42.61694444444444,9.355555555555556
42.60833333333333,9.358055555555556
42.60194444444445,9.359722222222222
42.59019444444445,9.30313888888889
42.58977777777778,9.302083333333334
42.59166666666667,9.3025
42.59111111111111,9.305833333333334
42.59388888888889,9.3
42.60527777777778,9.261388888888888
42.60472222222222,9.256666666666666
42.60138888888889,9.253055555555555
42.60472222222222,9.253333333333334
42.68916666666667,9.378333333333334
42.69138888888889,9.375555555555556
42.68916666666667,9.375555555555556
42.68722222222222,9.375
42.68833333333333,9.381944444444445
42.68722222222222,9.371666666666668
42.68861111111111,9.367777777777778
42.68888888888888,9.363888888888889
42.69055555555556,9.36
42.58277777777778,9.274444444444445
42.58333333333334,9.2725
42.57972222222222,9.286666666666667
42.5813888888889,9.288055555555555
42.63419444444445,9.354944444444444
42.63044444444444,9.355194444444445
42.63161111111111,9.343611111111112
42.62666666666667,9.3575
42.62805555555556,9.344166666666668
42.65186111111111,9.326833333333333
42.64413888888889,9.356027777777777
42.65591666666666,9.326083333333333
42.66152777777778,9.317222222222222
42.65444444444444,9.320833333333333
42.65888888888889,9.322777777777777
42.66694444444444,9.305277777777778
42.62305555555555,9.319444444444445
42.68063888888889,9.3045
42.68216666666667,9.30388888888889
42.68255555555555,9.307111111111112
42.68547222222222,9.308944444444446
42.69022222222222,9.3185
42.679443,9.302113
42.68049,9.297295
42.68122222222222,9.302138888888889
42.680252,9.307342
42.68161111111111,9.309611111111112
42.66602777777778,9.284833333333333
42.67088888888889,9.290305555555555
42.67408333333333,9.294
42.68819444444444,9.314972222222224
42.6925,9.3225
42.68861111111111,9.321944444444444
42.67638888888889,9.302777777777779
42.67277777777777,9.302222222222223
42.64127777777778,9.359277777777777
42.64413888888889,9.356027777777777
42.63805555555555,9.36361111111111
42.59861111111111,9.338055555555556
42.59444444444445,9.342500000000001
42.59388888888889,9.354722222222222
42.58222222222223,9.360555555555555
42.57944444444445,9.362777777777778
42.58027777777778,9.3675
42.58222222222223,9.370277777777778
42.57888888888889,9.357222222222221
42.57805555555556,9.362222222222222
42.72916666666667,9.359166666666667
42.72583333333333,9.361666666666666
42.73027777777778,9.365833333333333
42.73222222222223,9.365277777777777
42.73194444444444,9.362222222222222
42.73138888888889,9.355277777777777
42.73222222222223,9.349722222222223
42.73111111111111,9.344444444444445
42.73111111111111,9.342222222222222
42.73555555555556,9.352777777777778
42.7375,9.346666666666668
42.575,9.324722222222222
42.57916666666667,9.328333333333333
42.58111111111111,9.329166666666666
42.57722222222223,9.32638888888889
42.57972222222222,9.329444444444444
42.71194444444445,9.326666666666666
42.69444444444444,9.362499999999999
42.6975,9.358888888888888
42.69916666666666,9.364722222222222
42.70083333333334,9.362222222222222
42.70333333333333,9.365833333333333
42.70166666666667,9.35611111111111
42.70055555555556,9.359166666666667
42.70444444444445,9.361944444444443
42.69777777777777,9.362499999999999
42.69777777777777,9.352222222222222
42.59805555555556,9.264722222222222
42.59833333333334,9.267222222222223
42.60138888888889,9.271111111111113
